pH,Electrical_Conductivity,Organic_Carbon,Available_Nitrogen,Available_Phosphorus,Available_Potassium,Exchangeable_Calcium,Exchangeable_Magnesium,Available_Sulfur,Iron,Manganese,Zinc,Copper,Soil_Depth,Soil_Type,Fit_for_Betel_Vine
7.53,0.51,0.78,284,16,246,2.58,1.27,9,20.96,5.53,1.77,0.35,Surface,Sandy,Yes
7.22,0.45,0.7,262,14,259,3.4,0.94,7,8.64,6.75,1.62,0.41,Subsurface,Sandy,No
6.69,0.8,1.0,365,10,236,1.97,1.57,5,8.29,4.12,1.89,0.51,Surface,Sandy,Yes
6.82,0.24,0.96,287,14,199,3.28,2.41,16,20.2,5.24,1.89,0.76,Subsurface,Loamy,Yes
6.6,0.98,0.81,327,12,224,2.59,1.92,7,18.81,4.94,0.74,0.85,Subsurface,Sandy,Yes
7.36,0.38,0.78,383,27,185,4.76,1.06,8,14.7,2.78,0.84,0.25,Surface,Clayey,Yes
7.43,0.49,0.76,312,38,212,2.98,1.99,14,6.01,8.43,1.89,0.85,Surface,Clayey,Yes
7.26,0.35,0.7,258,28,222,1.85,1.51,18,14.45,7.94,0.91,0.83,Subsurface,Mixed,No
7.73,0.62,0.56,272,19,229,4.77,0.6,11,21.7,8.27,1.07,0.31,Surface,Clayey,No
7.79,0.15,0.69,328,13,206,4.78,1.74,9,5.21,3.18,0.56,0.42,Subsurface,Sandy,Yes
7.42,0.23,0.72,367,39,209,2.11,0.97,7,7.05,6.14,1.85,0.27,Subsurface,Loamy,No
6.52,0.77,0.88,308,22,278,4.36,1.32,13,21.19,4.64,0.61,0.59,Surface,Loamy,Yes
7.54,0.27,1.04,363,38,197,4.52,1.46,17,15.5,4.79,1.29,0.97,Surface,Sandy,Yes
7.13,0.31,0.78,384,10,209,2.74,2.1,14,18.25,2.53,0.83,0.9,Subsurface,Mixed,Yes
7.35,0.81,1.16,296,13,286,2.06,1.66,10,19.9,9.57,0.54,0.9,Subsurface,Sandy,Yes
7.47,0.18,1.08,338,18,269,4.29,1.18,9,11.0,9.52,0.93,0.3,Surface,Mixed,Yes
7.03,0.49,1.19,336,26,194,1.6,1.81,19,10.96,5.27,1.5,0.92,Surface,Mixed,Yes
7.88,0.12,1.11,324,20,275,3.67,0.88,11,10.28,8.84,0.63,0.22,Surface,Sandy,No
6.7,0.41,0.93,385,16,278,2.7,2.15,17,8.35,4.64,1.78,0.81,Surface,Loamy,Yes
7.51,0.73,0.92,285,33,255,3.59,0.9,16,11.09,6.48,1.54,0.44,Surface,Clayey,No
6.51,0.18,0.59,288,34,241,4.26,1.62,19,24.06,7.96,0.59,0.6,Surface,Clayey,Yes
7.89,0.9,1.01,314,16,200,4.4,0.91,14,6.72,6.18,1.11,0.79,Surface,Clayey,No
6.67,0.92,0.92,293,22,191,4.99,1.15,5,9.81,3.31,1.71,0.72,Subsurface,Sandy,Yes
6.64,0.19,0.85,326,34,228,3.74,1.34,12,11.36,5.03,1.9,0.47,Surface,Mixed,Yes
7.0,0.99,0.99,329,35,180,2.28,1.23,11,8.08,8.08,1.44,0.85,Surface,Loamy,Yes
7.06,0.37,0.81,390,38,254,2.47,2.37,17,6.55,8.25,1.52,0.72,Surface,Loamy,Yes
6.82,0.18,0.87,286,39,234,3.03,0.95,9,8.24,4.7,1.82,0.87,Surface,Clayey,No
7.38,0.1,0.78,263,28,204,4.47,0.86,10,15.56,6.32,1.18,0.49,Surface,Clayey,No
7.16,0.47,1.0,371,26,226,2.78,1.54,19,16.94,3.66,1.56,0.29,Subsurface,Clayey,Yes
6.55,0.67,1.11,390,27,252,3.91,2.4,13,9.31,4.01,1.37,0.5,Surface,Clayey,Yes
6.98,0.4,1.09,389,39,218,1.66,1.51,5,15.08,3.16,1.54,0.6,Surface,Sandy,Yes
7.72,0.85,1.05,304,35,286,3.01,2.42,19,5.12,5.5,1.82,0.32,Subsurface,Sandy,Yes
7.53,0.74,0.51,271,22,206,2.08,0.88,15,17.04,7.76,1.68,0.65,Surface,Loamy,No
7.59,0.42,1.14,333,26,272,4.78,0.52,7,5.03,9.03,0.69,0.73,Subsurface,Mixed,No
7.55,0.76,0.69,396,27,229,4.27,1.11,19,17.86,6.36,1.9,0.2,Surface,Loamy,Yes
6.97,0.95,1.12,339,34,270,1.99,1.78,17,14.67,7.22,0.57,0.64,Surface,Loamy,Yes
6.65,0.18,0.64,264,30,234,2.91,1.68,15,7.19,4.13,1.64,0.3,Surface,Mixed,No
6.91,0.38,0.81,279,29,207,1.78,0.98,17,6.77,3.62,0.93,0.31,Subsurface,Mixed,No
7.75,0.52,1.02,278,11,236,4.11,1.82,13,5.14,5.17,1.67,0.5,Subsurface,Mixed,No
7.97,0.55,0.95,366,28,282,2.17,2.16,7,16.03,6.47,0.52,0.27,Subsurface,Loamy,Yes
7.24,0.59,0.79,357,24,261,4.32,1.87,10,21.13,2.27,0.83,0.66,Subsurface,Clayey,Yes
6.51,0.37,0.98,364,18,258,1.76,1.96,14,22.13,2.74,0.62,0.79,Subsurface,Sandy,Yes
6.71,0.7,0.88,265,39,195,3.51,1.12,6,16.38,7.05,1.63,0.46,Surface,Clayey,No
6.98,0.68,0.69,331,38,290,3.63,1.56,13,22.74,3.59,0.79,0.95,Subsurface,Clayey,Yes
7.37,0.62,0.95,277,38,266,2.67,0.59,9,22.24,5.63,1.89,0.77,Subsurface,Loamy,No
6.61,0.2,0.64,311,23,273,2.07,1.22,12,18.96,9.49,1.12,0.99,Subsurface,Sandy,Yes
7.92,0.53,0.99,305,28,279,2.63,2.13,6,12.26,8.9,1.58,0.69,Surface,Sandy,Yes
7.05,0.42,0.5,324,17,235,3.23,2.08,15,21.54,2.51,1.74,0.57,Subsurface,Sandy,Yes
7.87,0.54,0.88,266,21,214,4.89,2.38,12,12.83,2.47,1.93,0.81,Surface,Clayey,No
7.67,0.93,0.78,270,26,207,3.06,2.44,16,13.07,3.16,1.19,0.52,Subsurface,Mixed,No
7.63,0.53,0.71,364,21,225,2.16,2.45,9,18.56,2.93,1.51,0.2,Subsurface,Clayey,Yes
7.41,0.11,0.86,278,24,296,1.59,0.81,7,23.56,4.03,1.05,0.37,Subsurface,Loamy,No
7.44,0.49,0.95,317,14,246,1.53,0.74,17,15.0,4.98,0.93,0.36,Surface,Sandy,No
7.46,0.84,1.18,260,11,298,2.96,2.25,10,8.54,2.66,1.53,0.59,Surface,Clayey,No
7.44,0.8,1.08,331,29,195,2.54,1.27,10,7.85,5.68,1.11,0.77,Subsurface,Sandy,Yes
7.33,0.56,1.0,377,27,258,1.9,1.21,15,11.04,6.24,1.36,0.65,Subsurface,Mixed,Yes
7.98,0.32,0.84,366,12,262,2.1,1.57,12,14.15,7.29,0.8,0.28,Surface,Sandy,Yes
7.6,0.52,0.77,345,14,253,2.72,1.4,11,10.95,5.25,1.57,0.41,Subsurface,Sandy,Yes
7.67,0.61,0.52,323,11,296,3.9,0.95,13,19.24,4.37,1.95,0.31,Subsurface,Sandy,No
7.81,1.0,0.75,357,18,228,3.63,2.19,5,15.85,7.15,1.31,0.26,Surface,Mixed,No
6.82,0.68,1.09,387,33,247,1.78,2.32,12,13.13,9.29,1.28,0.33,Surface,Clayey,Yes
6.63,0.72,0.77,309,14,201,2.0,2.0,5,9.27,5.17,1.78,0.62,Subsurface,Clayey,Yes
7.22,0.54,0.82,275,36,197,4.68,0.6,13,17.11,4.35,0.73,0.8,Surface,Clayey,No
7.27,0.42,0.69,355,26,201,1.75,0.74,15,18.48,7.74,1.09,0.52,Surface,Sandy,No
7.74,0.83,0.69,274,30,285,2.2,1.19,14,20.68,9.02,0.76,0.36,Subsurface,Mixed,No
7.17,0.55,0.54,251,29,298,2.61,1.61,7,24.82,9.68,1.32,0.54,Surface,Sandy,No
7.36,1.0,0.93,339,24,195,2.31,1.72,7,9.63,3.76,1.42,0.46,Surface,Clayey,No
7.29,0.51,0.81,333,39,235,2.52,0.7,16,5.3,4.42,1.87,0.24,Subsurface,Mixed,No
6.56,0.16,0.92,252,22,182,4.05,2.42,16,15.01,9.25,1.75,0.94,Subsurface,Clayey,No
7.42,0.71,0.88,281,18,287,1.83,1.56,18,23.48,4.16,1.47,0.21,Subsurface,Loamy,Yes
7.74,0.14,1.06,250,11,294,2.73,1.36,19,9.98,4.76,1.66,0.23,Surface,Sandy,No
6.74,0.33,1.03,273,32,232,3.64,0.88,7,20.12,7.12,1.44,0.44,Subsurface,Mixed,No
7.39,0.42,1.04,299,11,214,1.67,2.4,5,11.39,6.55,1.36,0.82,Surface,Loamy,Yes
7.39,0.77,0.85,293,38,284,1.66,1.39,11,12.82,9.02,0.57,0.59,Subsurface,Mixed,Yes
6.75,0.54,0.75,282,38,282,3.24,0.74,16,23.95,6.89,0.54,0.61,Surface,Sandy,No
6.69,0.13,1.15,287,20,259,4.65,1.73,8,14.22,5.91,1.78,0.69,Subsurface,Clayey,Yes
7.97,0.66,0.54,361,37,264,3.06,1.2,19,19.51,2.59,0.92,0.23,Subsurface,Clayey,Yes
7.09,0.47,0.61,301,12,200,2.92,2.12,19,16.0,9.8,1.03,0.97,Subsurface,Sandy,Yes
6.84,0.93,0.79,284,39,244,1.54,1.59,19,20.28,5.38,1.17,0.64,Subsurface,Sandy,Yes
6.76,0.55,0.93,266,12,236,4.06,0.71,7,11.35,6.58,0.56,0.86,Subsurface,Clayey,No
7.5,0.74,0.51,307,19,273,2.07,2.0,9,22.54,6.02,1.94,0.54,Subsurface,Mixed,Yes
7.41,0.3,1.0,297,33,226,3.94,1.11,16,15.98,7.9,0.65,0.55,Surface,Mixed,Yes
7.47,0.78,0.89,292,11,213,2.72,1.32,5,11.18,7.17,1.95,0.33,Subsurface,Sandy,Yes
6.63,0.75,0.84,297,10,227,1.66,2.05,18,5.76,4.74,1.56,0.49,Subsurface,Mixed,Yes
7.84,0.91,0.8,293,15,218,2.65,0.71,19,5.26,6.16,1.91,0.35,Surface,Loamy,No
7.08,0.13,0.86,282,15,289,3.81,2.46,15,12.07,8.61,0.58,0.93,Subsurface,Sandy,Yes
6.97,0.5,0.61,336,20,266,4.19,1.9,9,9.31,7.07,1.17,0.46,Subsurface,Loamy,Yes
7.19,0.71,0.58,332,25,277,3.72,0.89,6,6.05,9.64,1.93,0.52,Surface,Mixed,No
7.09,0.19,0.7,379,10,299,3.99,0.62,12,16.06,8.03,1.47,0.31,Subsurface,Loamy,No
7.8,0.47,1.0,387,14,209,2.33,1.59,19,24.78,5.88,1.32,0.99,Surface,Loamy,Yes
7.89,0.95,0.91,332,34,299,4.88,1.26,13,13.45,8.46,1.51,0.66,Surface,Clayey,Yes
6.96,0.49,0.84,385,35,229,2.29,0.56,13,16.04,5.54,0.78,0.66,Subsurface,Mixed,No
7.8,0.99,0.9,356,36,276,2.1,1.72,7,9.4,3.71,1.62,0.32,Surface,Mixed,Yes
7.67,0.15,0.89,358,19,195,2.37,1.12,19,9.1,7.04,0.91,0.74,Surface,Mixed,Yes
7.9,0.75,0.71,341,30,284,4.9,1.14,12,11.57,4.83,0.92,0.74,Surface,Mixed,Yes
6.87,0.62,0.57,312,37,273,1.73,0.82,6,21.7,2.2,1.4,0.92,Surface,Clayey,No
7.37,0.55,1.13,326,32,182,4.21,0.78,5,24.21,3.71,0.53,0.43,Surface,Clayey,No
6.91,0.97,0.92,286,15,288,1.87,0.79,5,19.79,3.34,0.58,0.9,Subsurface,Loamy,No
7.74,0.22,0.99,261,20,240,4.21,2.27,11,5.41,8.36,0.52,0.55,Surface,Loamy,No
6.51,0.91,0.82,323,35,181,2.47,1.57,15,13.77,7.81,1.65,0.38,Subsurface,Mixed,Yes
7.35,0.72,1.03,364,25,205,4.04,1.44,5,13.41,6.92,0.54,0.73,Surface,Clayey,Yes
7.01,0.33,0.91,330,29,197,1.67,1.91,10,23.7,9.47,0.64,0.23,Subsurface,Mixed,Yes
6.98,0.91,0.54,264,22,245,2.67,1.14,12,19.91,3.42,1.41,0.89,Surface,Sandy,No
7.47,0.49,1.12,329,21,219,3.13,2.14,17,19.29,3.31,1.21,0.25,Surface,Mixed,Yes
7.78,0.83,0.71,333,27,182,1.57,0.89,14,16.3,9.27,1.05,0.52,Surface,Mixed,No
7.41,0.45,0.6,368,35,196,2.13,2.11,16,17.92,7.18,1.03,0.31,Surface,Mixed,Yes
7.78,0.87,0.56,259,22,203,2.09,0.61,8,18.97,6.46,1.79,0.58,Subsurface,Clayey,No
6.9,0.67,1.0,291,14,181,3.18,0.81,6,16.05,7.92,0.62,0.97,Surface,Mixed,No
7.28,0.23,0.99,298,37,249,1.97,2.29,18,21.9,4.25,1.89,0.31,Surface,Mixed,Yes
7.18,0.68,0.99,266,37,219,4.92,0.72,17,5.74,6.76,0.85,0.29,Subsurface,Loamy,No
6.52,0.27,1.14,354,39,205,4.6,0.99,15,23.83,5.42,1.23,0.36,Subsurface,Sandy,No
7.34,0.47,0.74,306,39,236,2.29,0.59,15,20.47,4.46,1.94,0.95,Subsurface,Mixed,No
7.49,0.25,0.89,335,35,228,2.32,1.7,8,15.58,9.01,1.46,0.42,Subsurface,Clayey,Yes
7.39,0.12,0.93,381,22,236,4.82,1.16,13,22.21,3.29,0.88,0.69,Surface,Mixed,Yes
7.6,0.29,1.19,318,34,235,2.55,1.77,6,21.56,2.14,1.97,0.43,Subsurface,Mixed,Yes
7.36,0.58,0.72,344,22,249,2.98,0.67,9,13.39,4.87,1.72,0.78,Surface,Loamy,No
6.6,0.53,1.17,332,28,255,3.96,1.29,15,21.8,3.59,0.97,0.7,Subsurface,Sandy,Yes
6.67,0.55,0.6,299,28,200,2.7,1.24,6,8.77,8.49,1.4,0.97,Subsurface,Loamy,Yes
7.39,0.32,1.03,375,22,195,4.66,1.57,5,14.38,3.01,1.33,0.46,Subsurface,Loamy,Yes
6.91,0.72,0.94,316,37,185,3.56,1.09,16,9.65,9.5,1.42,0.45,Subsurface,Clayey,Yes
6.62,0.73,1.07,337,20,213,3.49,2.47,13,7.49,3.34,0.68,0.82,Subsurface,Sandy,Yes
7.14,0.42,0.52,377,25,238,3.44,1.13,9,22.89,9.11,1.47,0.33,Surface,Mixed,Yes
7.33,0.89,0.55,362,32,246,1.89,1.89,10,12.34,3.35,0.82,0.78,Surface,Mixed,Yes
6.99,0.68,0.55,354,23,220,4.27,1.23,10,18.69,2.38,0.98,0.82,Surface,Sandy,Yes
7.58,0.74,0.92,364,19,198,3.5,1.57,12,12.5,5.9,1.32,0.89,Surface,Clayey,Yes
7.47,0.35,0.92,312,11,208,1.69,0.95,8,15.88,4.85,0.82,0.75,Surface,Clayey,No
7.0,0.1,1.13,275,17,211,4.48,0.85,5,11.96,6.78,1.84,0.33,Surface,Clayey,No
7.63,0.88,0.83,377,32,189,4.05,2.44,19,19.85,7.13,1.13,0.47,Subsurface,Loamy,Yes
7.47,0.84,0.55,250,17,243,2.51,1.58,11,20.73,9.48,0.75,0.24,Surface,Loamy,No
7.46,0.21,0.65,343,35,298,2.5,1.42,10,13.61,9.62,0.59,0.8,Subsurface,Sandy,Yes
7.33,0.44,0.51,364,31,270,3.27,1.78,11,22.19,5.96,1.67,0.75,Surface,Sandy,Yes
6.52,0.7,1.04,395,30,272,1.53,0.95,12,12.11,3.67,1.74,0.61,Surface,Sandy,No
7.54,0.69,1.07,261,36,256,4.33,2.14,9,20.25,3.98,0.62,0.98,Subsurface,Clayey,No
7.06,0.87,1.2,291,29,199,4.8,1.0,10,18.0,2.8,1.31,0.46,Subsurface,Clayey,Yes
7.91,0.23,0.79,265,23,207,3.06,1.59,17,14.12,4.24,1.48,0.91,Surface,Mixed,No
7.73,0.49,0.51,316,33,206,3.38,0.75,17,22.78,9.29,1.86,0.35,Surface,Loamy,No
7.38,0.19,0.66,348,23,256,4.33,1.65,6,16.45,4.92,0.57,0.96,Subsurface,Mixed,Yes
6.88,0.45,0.91,308,27,204,2.47,1.47,9,21.8,7.04,1.02,0.43,Subsurface,Mixed,Yes
6.81,0.11,1.17,287,24,208,3.22,1.06,7,19.67,9.85,0.68,0.84,Surface,Sandy,Yes
7.01,0.91,0.57,393,31,295,1.89,1.12,9,15.65,2.85,1.14,0.29,Surface,Sandy,Yes
7.21,0.57,0.59,388,39,194,3.96,0.52,13,11.53,8.2,1.06,0.53,Surface,Mixed,No
6.94,0.86,0.99,277,37,224,4.27,0.55,7,24.02,7.6,1.39,0.97,Subsurface,Loamy,No
7.27,0.15,0.97,340,25,224,1.73,1.7,16,6.13,8.55,1.51,0.45,Surface,Clayey,Yes
6.75,0.3,0.68,360,23,209,4.59,1.94,18,22.89,3.1,1.95,0.82,Surface,Loamy,Yes
7.97,0.33,1.07,343,19,217,2.81,1.59,18,15.13,6.01,0.74,0.59,Subsurface,Clayey,Yes
6.66,0.45,0.59,326,31,239,4.73,0.66,7,19.97,7.06,1.7,0.68,Surface,Mixed,No
7.9,0.82,1.15,329,30,211,4.65,2.38,5,11.68,8.08,1.77,0.68,Subsurface,Mixed,Yes
7.87,0.45,0.64,379,11,229,4.27,1.93,19,12.68,7.7,1.35,0.66,Surface,Sandy,Yes
7.29,0.28,0.56,397,14,250,4.41,0.97,18,8.82,6.57,1.68,0.59,Surface,Clayey,No
7.59,0.16,0.74,321,12,214,2.51,1.84,18,24.09,5.75,1.02,0.35,Surface,Loamy,Yes
7.15,0.17,0.63,287,32,276,2.79,0.72,16,5.87,9.53,0.55,0.21,Surface,Sandy,No
7.45,0.78,0.87,280,16,255,2.34,2.06,5,12.74,3.45,0.73,0.74,Surface,Sandy,Yes
7.01,0.5,0.98,329,33,266,2.74,1.46,11,11.69,3.63,0.75,0.76,Surface,Sandy,Yes
6.95,0.75,0.84,345,36,184,3.47,1.32,13,21.26,2.89,1.81,0.82,Subsurface,Clayey,Yes
7.37,0.71,0.96,266,21,286,4.52,0.52,6,15.03,2.9,1.94,0.94,Subsurface,Mixed,No
7.25,0.22,0.76,356,39,287,3.42,1.8,6,8.38,8.99,1.1,0.33,Surface,Loamy,Yes
7.37,0.23,0.52,273,19,298,3.94,2.16,5,15.18,6.85,1.48,0.91,Subsurface,Loamy,No
6.93,0.78,1.18,367,20,210,1.98,1.08,9,9.72,9.48,0.96,0.39,Subsurface,Sandy,Yes
7.05,0.75,1.07,385,39,259,4.79,0.52,14,5.34,9.09,1.17,0.63,Surface,Clayey,No
6.63,0.44,0.55,336,34,276,3.54,2.05,11,15.89,4.4,1.43,0.41,Surface,Clayey,Yes
6.58,0.17,0.81,398,26,232,4.22,1.77,18,12.21,7.13,1.78,0.31,Subsurface,Mixed,Yes
6.88,0.11,0.94,268,13,293,4.99,2.05,5,9.78,5.04,1.14,0.24,Subsurface,Loamy,No
6.61,0.36,0.63,299,15,180,4.51,1.58,15,8.44,9.01,1.55,0.47,Surface,Sandy,Yes
6.66,0.11,0.9,320,16,265,3.27,1.42,12,14.07,7.87,0.87,0.98,Surface,Clayey,Yes
7.72,0.31,0.87,361,36,271,4.54,0.94,5,22.39,2.99,0.99,0.58,Surface,Clayey,No
6.56,0.48,0.65,273,14,248,3.81,0.66,5,20.16,4.03,0.83,0.23,Surface,Clayey,No
7.49,0.21,0.6,295,15,247,4.06,1.44,8,5.09,7.26,1.8,0.74,Subsurface,Clayey,Yes
6.91,0.19,1.03,385,26,244,3.73,2.24,19,19.62,3.97,0.68,0.36,Surface,Sandy,Yes
7.81,0.91,0.73,326,23,194,2.51,0.62,6,6.45,6.27,1.65,0.25,Surface,Loamy,No
7.23,0.63,0.67,252,20,280,2.67,2.48,16,15.96,3.95,1.45,0.83,Surface,Mixed,No
6.96,0.94,1.02,326,14,282,3.45,2.39,17,20.6,7.46,1.48,0.56,Subsurface,Sandy,Yes
7.28,0.41,1.02,367,11,292,4.56,1.78,13,14.07,2.6,1.82,0.98,Subsurface,Mixed,Yes
7.07,0.71,0.69,307,23,231,3.08,2.33,14,12.53,7.77,1.3,0.77,Subsurface,Loamy,Yes
7.35,0.28,1.11,270,36,217,3.39,1.61,6,23.79,4.7,0.61,0.43,Surface,Sandy,No
6.67,0.66,0.98,314,25,288,2.79,1.31,11,5.59,5.63,1.9,0.99,Subsurface,Loamy,Yes
8.0,0.22,0.74,315,11,203,1.56,1.64,18,7.12,5.87,1.01,0.9,Surface,Clayey,Yes
7.14,0.1,0.8,291,26,202,3.75,2.25,6,22.41,3.56,0.54,0.45,Surface,Clayey,Yes
7.02,0.94,1.01,292,35,226,3.48,2.42,5,22.72,9.54,1.3,0.43,Surface,Sandy,Yes
7.57,0.6,0.65,275,25,186,4.92,2.18,13,12.45,2.0,1.04,0.6,Surface,Loamy,No
7.05,0.93,0.83,385,18,299,3.28,0.86,18,15.8,4.98,1.87,0.63,Surface,Loamy,No
7.75,0.4,0.96,331,29,210,3.37,1.68,15,8.29,3.03,1.27,0.66,Subsurface,Sandy,Yes
7.18,0.4,0.88,395,29,186,2.49,1.39,8,22.69,4.88,0.58,0.37,Surface,Clayey,Yes
7.58,0.46,0.93,353,18,256,1.85,1.46,16,14.38,2.83,0.86,0.24,Subsurface,Mixed,Yes
6.66,0.74,0.88,379,14,183,3.98,1.36,11,16.28,5.03,0.83,0.63,Subsurface,Sandy,Yes
7.77,0.61,0.64,333,13,233,4.33,0.64,5,7.36,3.55,1.65,0.69,Surface,Loamy,No
7.6,0.93,0.79,369,16,261,4.54,2.19,12,17.3,6.43,0.6,0.97,Surface,Mixed,Yes
6.82,0.12,0.87,252,38,283,2.91,2.46,19,18.92,2.1,0.99,0.63,Surface,Clayey,No
6.72,0.74,1.05,353,38,262,3.96,0.92,19,10.89,6.05,1.51,0.33,Subsurface,Clayey,No
6.97,0.4,0.96,357,14,259,2.42,1.74,17,22.92,4.26,1.42,0.45,Surface,Clayey,Yes
7.96,0.26,0.8,283,33,231,2.38,1.57,10,9.08,4.57,1.47,0.24,Surface,Sandy,Yes
6.89,0.56,1.18,375,12,261,4.99,2.29,6,22.95,4.84,1.34,0.21,Surface,Loamy,Yes
7.18,0.55,0.58,362,39,259,4.47,1.91,13,19.07,7.22,0.76,0.58,Subsurface,Clayey,Yes
6.55,0.22,0.64,359,17,227,2.4,2.0,5,21.62,8.06,1.51,0.73,Surface,Clayey,Yes
7.1,0.28,0.74,319,25,274,3.02,2.4,13,18.98,4.64,1.93,0.96,Subsurface,Mixed,Yes
7.36,0.47,0.66,387,36,268,3.48,1.83,14,13.57,9.4,0.56,0.71,Surface,Clayey,Yes
7.93,0.47,0.94,337,15,245,1.55,1.41,19,11.63,7.97,1.04,0.34,Surface,Clayey,Yes
7.28,0.39,0.53,267,39,289,4.86,0.6,6,19.68,5.23,0.94,0.93,Subsurface,Loamy,No
7.73,0.23,0.62,384,38,233,1.88,2.31,10,10.96,2.78,0.72,0.9,Surface,Loamy,Yes
7.32,0.1,0.71,294,18,294,4.36,1.68,13,6.24,6.48,0.9,0.53,Surface,Loamy,Yes
6.56,0.97,0.98,361,31,271,4.92,1.86,7,9.94,6.91,0.54,0.62,Surface,Mixed,Yes
6.97,0.95,1.11,332,29,259,3.96,1.51,16,20.1,3.09,1.46,0.6,Surface,Mixed,Yes
7.36,0.54,1.06,288,27,233,4.88,1.29,18,20.86,8.82,1.42,0.55,Subsurface,Loamy,Yes
7.93,1.0,0.63,394,20,279,1.57,1.51,7,10.53,5.05,1.26,0.46,Surface,Loamy,No
7.79,0.71,0.9,310,28,224,2.74,0.6,7,11.56,3.22,0.97,0.99,Surface,Clayey,No
6.84,0.16,0.52,300,16,219,3.17,2.1,13,15.99,6.17,1.96,0.93,Subsurface,Mixed,Yes
6.83,0.21,0.72,286,19,214,4.24,0.82,19,10.24,5.38,1.43,0.47,Subsurface,Sandy,No
6.8,0.92,1.06,316,14,203,3.79,1.17,6,17.12,7.14,1.83,0.69,Subsurface,Sandy,Yes
7.88,0.67,0.82,273,16,214,4.08,0.67,8,10.64,3.38,0.96,0.27,Surface,Mixed,No
7.78,0.86,0.6,371,32,273,2.01,2.14,12,7.42,2.17,1.63,0.8,Surface,Mixed,Yes
7.66,0.91,0.81,298,15,216,4.46,0.84,15,8.1,5.81,0.51,0.87,Subsurface,Sandy,No
7.09,0.5,0.64,398,27,254,4.38,1.3,12,10.01,3.26,1.52,0.57,Subsurface,Loamy,Yes
7.26,0.14,0.78,394,30,288,4.19,1.33,9,8.36,3.25,1.62,0.26,Surface,Mixed,Yes
7.2,0.27,0.84,358,24,213,4.36,1.13,6,24.49,7.42,0.9,0.67,Surface,Mixed,Yes
6.88,0.16,0.74,351,36,281,2.25,2.22,19,18.17,4.07,2.0,0.24,Surface,Mixed,Yes
7.26,0.27,1.16,398,19,282,1.99,2.04,10,8.59,8.72,1.25,0.85,Subsurface,Sandy,Yes
6.55,0.47,0.89,317,15,203,4.63,1.99,12,13.48,6.12,1.05,0.67,Subsurface,Clayey,Yes
6.7,0.21,1.09,293,33,272,4.85,0.95,6,10.38,6.86,0.78,0.9,Subsurface,Clayey,No
7.83,0.25,1.03,373,10,183,2.98,0.88,8,18.69,4.57,0.73,0.5,Subsurface,Mixed,No
7.63,0.5,0.96,277,37,284,3.06,0.99,8,22.35,3.79,0.81,0.4,Subsurface,Mixed,No
7.13,0.41,0.85,285,37,229,4.09,1.27,16,13.02,3.27,1.3,0.95,Surface,Sandy,Yes
7.28,0.52,0.5,376,37,273,3.23,1.46,13,13.58,7.66,1.3,0.92,Surface,Sandy,Yes
7.05,0.49,0.93,293,19,257,2.6,1.0,14,12.97,7.51,1.3,0.25,Surface,Sandy,Yes
7.61,0.68,0.75,299,32,203,2.17,1.42,5,13.98,5.94,1.79,0.89,Subsurface,Loamy,Yes
7.68,0.94,0.58,362,24,281,1.58,0.87,13,5.72,8.25,0.5,0.94,Subsurface,Loamy,No
7.64,0.2,0.81,337,23,295,3.56,1.04,19,16.85,8.42,0.9,0.56,Surface,Mixed,Yes
7.58,0.19,1.01,387,25,277,2.0,1.02,12,24.04,5.54,1.83,0.91,Subsurface,Sandy,Yes
6.81,0.87,1.17,287,14,215,4.5,1.95,5,20.71,7.21,0.65,0.56,Subsurface,Loamy,Yes
7.01,0.56,0.76,298,23,258,4.94,1.42,19,22.23,9.3,0.79,0.25,Subsurface,Clayey,Yes
7.2,0.79,0.88,321,25,214,3.1,1.73,14,9.58,2.65,0.99,0.64,Subsurface,Loamy,Yes
7.0,0.29,1.1,251,23,208,1.9,1.84,10,17.14,2.1,1.72,0.95,Surface,Loamy,No
7.63,0.85,0.73,293,16,215,3.54,0.64,17,22.86,5.79,1.38,0.63,Subsurface,Mixed,No
6.99,0.93,0.6,284,28,247,3.51,2.09,15,6.37,4.65,1.33,0.31,Subsurface,Mixed,Yes
6.71,0.67,0.7,365,13,258,1.97,1.07,14,22.55,2.7,1.89,0.55,Subsurface,Loamy,Yes
7.1,0.2,1.13,398,27,190,3.76,1.52,19,6.29,3.2,1.23,0.28,Surface,Loamy,Yes
7.97,0.91,0.61,306,37,234,2.61,1.18,6,24.66,4.06,1.92,0.67,Subsurface,Loamy,Yes
6.84,0.81,0.73,340,31,228,4.46,2.05,16,6.68,2.8,0.7,0.7,Surface,Mixed,Yes
7.42,0.78,0.83,272,30,258,3.56,0.96,7,12.36,4.55,1.1,0.73,Surface,Loamy,No
7.15,0.13,1.09,281,24,236,3.02,2.43,16,6.09,3.06,1.73,0.24,Subsurface,Sandy,Yes
6.61,0.82,1.16,320,26,264,4.87,1.3,9,6.14,7.0,0.73,0.88,Surface,Loamy,Yes
7.23,0.22,0.8,266,10,278,3.22,1.92,12,22.33,7.57,0.76,0.93,Subsurface,Sandy,No
7.55,0.3,1.15,376,33,266,4.61,1.78,10,6.27,8.2,1.07,0.43,Surface,Loamy,Yes
7.27,0.62,0.61,266,24,234,2.43,1.99,13,20.85,8.96,1.89,0.83,Subsurface,Sandy,No
